text,label
"Coastal region of Goa is struggling with dunes destroyed, widespread damage.",erosion
"Homes in Goa are cyclone, latest update.",cyclone
"Stormy winds hits Andhra coast, latest update.",wind
Kolkata faces waterlogging as latest update.,flooding
Andaman Islands faces emergency kitchens as casualties feared.,relief
"Urgent: Andhra coast experiences flood, breaking news.",flooding
"Gujarat under rescue operations, rescue teams rushed in.",rescue
"Breaking: Nonstop rainfall reported in Gujarat, #alert.",heavy_rain
Residents report violent gusts in Bay of Bengal widespread damage.,wind
Residents report coastal flooding in Andhra coast widespread damage.,storm_surge
"Coastal region of Maldives is struggling with relief supplies, authorities on high alert.",aid
"Homes in Andhra coast are coast guard helping, widespread damage.",rescue
"Storm surge hits Sri Lanka, latest update.",storm_surge
"Homes in Chennai are clean water, widespread damage.",aid
"Breaking: Stormy winds reported in Sri Lanka, roads blocked.",wind
Residents report beach erosion in Andhra coast #staysafe.,erosion
"Coastal region of Kolkata is struggling with beach erosion, people stranded.",erosion
"Sea waves crashing inland hits Sri Lanka, casualties feared.",storm_surge
"Sea waves crashing inland hits Maldives, emergency declared.",storm_surge
"Urgent: Maldives experiences swollen tides, latest update.",ocean_conditions
"Breaking: Rescue operations reported in Gujarat, people stranded.",rescue
"Coastal region of West Bengal is struggling with sea waves crashing inland, people stranded.",storm_surge
"Goa under beach erosion, rescue teams rushed in.",erosion
"Urgent rescue needed causes major disruption in Odisha, emergency declared.",distress
"Homes in Maldives are rough seas, authorities on high alert.",ocean_conditions
"Coastal region of Maldives is struggling with heavy rain, roads blocked.",heavy_rain
"Tsunami causes major disruption in Andhra coast, casualties feared.",tsunami
"Authorities confirm hurricane in Bay of Bengal, situation worsening.",cyclone
"Strong winds causes major disruption in Gujarat, dangerous conditions continue.",wind
"Mumbai under rough seas, rescue teams rushed in.",ocean_conditions
"Urgent: Goa experiences volunteers helping, widespread damage.",relief
"Coastal region of Odisha is struggling with tidal wave, roads blocked.",tsunami
"Homes in Kerala are flood, roads blocked.",flooding
"Chennai under storm surge, rescue teams rushed in.",storm_surge
"Coastal region of Mumbai is struggling with sea waves crashing inland, #prayforcoast.",storm_surge
"Donations causes major disruption in Gujarat, latest update.",aid
"Rip currents hits Kerala, situation worsening.",ocean_conditions
"Coastal region of Mumbai is struggling with SOS, authorities on high alert.",distress
"Strong winds hits Maldives, emergency declared.",wind
Residents report coast guard helping in Bay of Bengal authorities on high alert.,rescue
"Odisha under coastal flooding, rescue teams rushed in.",storm_surge
"Breaking: Distribution of aid reported in Sri Lanka, people stranded.",relief
"Coastal region of West Bengal is struggling with dangerous swell, widespread damage.",ocean_conditions
"Breaking: Coastal flooding reported in Gujarat, people stranded.",storm_surge
"Coastal region of Andaman Islands is struggling with tidal wave, situation worsening.",tsunami
Mumbai faces giant wave as breaking news.,tsunami
"Coastal region of Gujarat is struggling with distribution of aid, latest update.",relief
"Homes in Gujarat are dunes destroyed, roads blocked.",erosion
"Andaman Islands under villagers relocated, rescue teams rushed in.",evacuation
"Emergency sheltering causes major disruption in Tamil Nadu, casualties feared.",evacuation
"Urgent: Chennai experiences coastal flooding, people stranded.",storm_surge
"Breaking: Torrential rain reported in Andhra coast, widespread damage.",heavy_rain
"Breaking: Storm surge reported in Chennai, #cyclone.",storm_surge
"Homes in Kolkata are high tide surge, roads blocked.",storm_surge
"Tamil Nadu under stranded families, rescue teams rushed in.",distress
"Authorities confirm relief camps set up in West Bengal, casualties feared.",relief
"Coastal region of Andhra coast is struggling with dangerous swell, widespread damage.",ocean_conditions
"Urgent: West Bengal experiences please help, #tsunami.",distress
"Authorities confirm please help in Kerala, dangerous conditions continue.",distress
"Bay of Bengal under sand washed away, rescue teams rushed in.",erosion
"Coastal region of Sri Lanka is struggling with donations, #staysafe.",aid
"Homes in Andhra coast are torrential rain, people stranded.",heavy_rain
"Homes in Odisha are severe storm, roads blocked.",cyclone
"People moved to shelters causes major disruption in Sri Lanka, situation worsening.",evacuation
"Breaking: Mass evacuation reported in Chennai, roads blocked.",evacuation
"Coastal region of Odisha is struggling with streets submerged, authorities on high alert.",flooding
"Urgent: Chennai experiences emergency sheltering, emergency declared.",evacuation
"Urgent: Tamil Nadu experiences severe storm, #staysafe.",cyclone
West Bengal faces waterlogging as latest update.,flooding
Residents report coast guard helping in Kerala people stranded.,rescue
Bay of Bengal faces relief camps set up as emergency declared.,relief
"Goa under hurricane, rescue teams rushed in.",cyclone
Goa faces food packets as casualties feared.,aid
"Shoreline collapse causes major disruption in Bay of Bengal, emergency declared.",erosion
Andaman Islands faces SOS as casualties feared.,distress
Residents report navy deployed in Kerala authorities on high alert.,rescue
"Urgent: Andaman Islands experiences food packets, #breaking.",aid
Maldives faces violent gusts as breaking news.,wind
"Breaking: Strong winds reported in Mumbai, roads blocked.",wind
"Breaking: Relief supplies reported in West Bengal, widespread damage.",aid
"Maldives under torrential rain, rescue teams rushed in.",heavy_rain
Chennai faces urgent rescue needed as casualties feared.,distress
"Donations causes major disruption in Gujarat, authorities on high alert.",aid
"Authorities confirm emergency sheltering in Andhra coast, emergency declared.",evacuation
"Homes in Goa are medical aid, #alert.",aid
"Coastal region of Andhra coast is struggling with navy deployed, #breaking.",rescue
"Authorities confirm navy deployed in Bay of Bengal, emergency declared.",rescue
"Breaking: Torrential rain reported in Kolkata, #coastalstorm.",heavy_rain
"Andaman Islands under torrential rain, rescue teams rushed in.",heavy_rain
"Authorities confirm cloudburst in Andhra coast, casualties feared.",heavy_rain
"Urgent: Chennai experiences typhoon, widespread damage.",cyclone
"Tidal wave hits Gujarat, authorities on high alert.",tsunami
"Coastal region of Tamil Nadu is struggling with volunteers helping, roads blocked.",relief
"Breaking: Food packets reported in Mumbai, #alert.",aid
"Urgent: West Bengal experiences flash flood, people stranded.",flooding
"Coastal region of Odisha is struggling with cyclone, widespread damage.",cyclone
"Coastal region of Gujarat is struggling with cloudburst, people stranded.",heavy_rain
Andhra coast faces villagers relocated as authorities on high alert.,evacuation
"Cloudburst causes major disruption in Gujarat, dangerous conditions continue.",heavy_rain
"Sri Lanka under streets submerged, rescue teams rushed in.",flooding
"Homes in Mumbai are SOS, widespread damage.",distress
"Coastal region of Sri Lanka is struggling with inundation, people stranded.",flooding
Residents report strong winds in Sri Lanka #staysafe.,wind
"Urgent: Kerala experiences emergency kitchens, people stranded.",relief
Odisha faces stranded families as dangerous conditions continue.,distress
Goa faces typhoon as breaking news.,cyclone
Residents report medical aid in Andaman Islands people stranded.,aid
"Homes in Chennai are seawater rushing in, roads blocked.",tsunami
Residents report rough seas in Odisha roads blocked.,ocean_conditions
"Donations causes major disruption in Kerala, breaking news.",aid
Andaman Islands faces helicopter rescue as authorities on high alert.,rescue
"Andaman Islands under heavy rain, rescue teams rushed in.",heavy_rain
"Coastal region of Kolkata is struggling with distribution of aid, #prayforcoast.",relief
"Breaking: Rough seas reported in Gujarat, roads blocked.",ocean_conditions
"Authorities confirm emergency kitchens in Bay of Bengal, dangerous conditions continue.",relief
"Navy deployed causes major disruption in Maldives, authorities on high alert.",rescue
"Coastal region of Kolkata is struggling with rip currents, widespread damage.",ocean_conditions
"Authorities confirm stranded families in Goa, casualties feared.",distress
"Authorities confirm severe storm in Chennai, casualties feared.",cyclone
"Authorities confirm coastal flooding in Odisha, situation worsening.",storm_surge
"Coastal region of Andaman Islands is struggling with cyclone, widespread damage.",cyclone
"Streets submerged hits Bay of Bengal, situation worsening.",flooding
"Breaking: Seawater rushing in reported in Andhra coast, roads blocked.",tsunami
"Authorities confirm torrential rain in Kerala, authorities on high alert.",heavy_rain
"Urgent: Tamil Nadu experiences helicopter rescue, situation worsening.",rescue
"Tsunami causes major disruption in West Bengal, authorities on high alert.",tsunami
"Breaking: Donations reported in Goa, #disaster.",aid
"Coastal region of Kolkata is struggling with volunteers helping, roads blocked.",relief
"Authorities confirm medical aid in Maldives, latest update.",aid
"Breaking: Villagers relocated reported in Bay of Bengal, people stranded.",evacuation
Maldives faces clean water as dangerous conditions continue.,aid
Mumbai faces donations as emergency declared.,aid
"Breaking: Dunes destroyed reported in Andhra coast, people stranded.",erosion
"Urgent: Goa experiences people moved to shelters, roads blocked.",evacuation
Residents report inundation in Mumbai widespread damage.,flooding
"Homes in Gujarat are nonstop rainfall, widespread damage.",heavy_rain
"Breaking: Flash flood reported in Odisha, dangerous conditions continue.",flooding
Gujarat faces violent gusts as dangerous conditions continue.,wind
"Homes in Kerala are emergency kitchens, people stranded.",relief
"Coastal region of Andhra coast is struggling with nonstop rainfall, people stranded.",heavy_rain
"Authorities confirm relief camps set up in Tamil Nadu, situation worsening.",relief
"Tidal wave hits Kolkata, breaking news.",tsunami
"Authorities confirm helicopter rescue in Chennai, casualties feared.",rescue
"Coastal flooding hits Odisha, breaking news.",storm_surge
"Mumbai under heavy rain, rescue teams rushed in.",heavy_rain
"Breaking: Relief camps set up reported in Mumbai, widespread damage.",relief
"Odisha under shoreline collapse, rescue teams rushed in.",erosion
"Nonstop rainfall hits Bay of Bengal, emergency declared.",heavy_rain
Maldives faces sand washed away as emergency declared.,erosion
West Bengal faces seawater rushing in as breaking news.,tsunami
"Stormy winds causes major disruption in Gujarat, situation worsening.",wind
"Emergency kitchens causes major disruption in Tamil Nadu, breaking news.",relief
